STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
AK,99639,Kenai Peninsula Borough,Neither,100,02122
AK,99663,Kenai Peninsula Borough,Neither,100,02122
AK,99664,Kenai Peninsula Borough,Neither,100,02122
AK,99669,Kenai Peninsula Borough,Neither,100,02122
AK,99672,Kenai Peninsula Borough,Neither,100,02122
AK,99682,Kenai Peninsula Borough,Neither,100,02122
AK,99901,Ketchikan Gateway Borough,Micro,99.76,02130
AK,99928,Ketchikan Gateway Borough,Micro,,02130
AK,99550,Kodiak Island Borough,Neither,100,02150
AK,99608,Kodiak Island Borough,Neither,,02150
AK,99615,Kodiak Island Borough,Neither,100.01,02150
AK,99619,Kodiak Island Borough,Neither,,02150
AK,99624,Kodiak Island Borough,Neither,100,02150
AK,99643,Kodiak Island Borough,Neither,100,02150
AK,99644,Kodiak Island Borough,Neither,100,02150
AK,99697,Kodiak Island Borough,Neither,,02150
AK,99554,Wade Hampton Census Area,Neither,,02158
AK,99563,Wade Hampton Census Area,Neither,,02158
AK,99581,Wade Hampton Census Area,Neither,,02158
AK,99585,Wade Hampton Census Area,Neither,,02158
AK,99604,Wade Hampton Census Area,Neither,,02158
AK,99620,Wade Hampton Census Area,Neither,,02158
AK,99632,Wade Hampton Census Area,Neither,,02158
AK,99650,Wade Hampton Census Area,Neither,,02158
AK,99657,Wade Hampton Census Area,Neither,,02158
AK,99658,Wade Hampton Census Area,Neither,,02158
AK,99662,Wade Hampton Census Area,Neither,,02158
AK,99666,Wade Hampton Census Area,Neither,,02158
AK,99548,Lake and Peninsula Borough,Neither,100,02164
AK,99549,Lake and Peninsula Borough,Neither,100,02164
AK,99564,Lake and Peninsula Borough,Neither,100,02164
AK,99565,Lake and Peninsula Borough,Neither,100,02164
AK,99579,Lake and Peninsula Borough,Neither,100,02164
AK,99606,Lake and Peninsula Borough,Neither,100,02164
AK,99613,Lake and Peninsula Borough,Neither,13.82,02164
AK,99625,Lake and Peninsula Borough,Neither,100,02164
AK,99640,Lake and Peninsula Borough,Neither,100,02164
AK,99647,Lake and Peninsula Borough,Neither,100,02164
AK,99648,Lake and Peninsula Borough,Neither,100,02164
AK,99649,Lake and Peninsula Borough,Neither,100,02164
AK,99653,Lake and Peninsula Borough,Neither,100,02164
AK,99695,Lake and Peninsula Borough,Neither,100,02164
AK,99588,Matanuska-Susitna Borough,Metro,8.78,02170
AK,99623,Matanuska-Susitna (B),Metro,,02170
AK,99629,Matanuska-Susitna Borough,Metro,,02170
AK,99645,Matanuska-Susitna Borough,Metro,100,02170
AK,99652,Matanuska-Susitna Borough,Metro,100,02170
AK,99654,Matanuska-Susitna Borough,Metro,99.99,02170
AK,99667,Matanuska-Susitna Borough,Metro,100,02170
AK,99674,Matanuska-Susitna Borough,Metro,100,02170
AK,99676,Matanuska-Susitna Borough,Metro,100,02170
AK,99683,Matanuska-Susitna Borough,Metro,100,02170
AK,99687,Matanuska-Susitna Borough,Metro,,02170
AK,99688,Matanuska-Susitna Borough,Metro,100,02170
AK,99693,Matanuska-Susitna Borough,Metro,0,02170
AK,99694,Matanuska-Susitna Borough,Metro,100,02170
AK,99729,Matanuska-Susitna Borough,Metro,5.19,02170
AK,99659,Nome Census Area,Neither,100,02180
AK,99671,Nome Census Area,Neither,100,02180
AK,99684,Nome Census Area,Neither,100,02180
AK,99739,Nome Census Area,Neither,100,02180
AK,99742,Nome Census Area,Neither,100,02180
AK,99753,Nome Census Area,Neither,100,02180
AK,99762,Nome Census Area,Neither,100,02180
AK,99769,Nome Census Area,Neither,100,02180
AK,99771,Nome Census Area,Neither,100,02180
AK,99772,Nome Census Area,Neither,100,02180
AK,99778,Nome Census Area,Neither,100,02180
AK,99783,Nome Census Area,Neither,100,02180
AK,99784,Nome Census Area,Neither,100,02180
AK,99785,Nome Census Area,Neither,100,02180
AK,99510,North Slope Borough,Neither,100,02185
AK,99519,North Slope Borough,Neither,100,02185
AK,99721,North Slope Borough,Neither,100,02185
AK,99723,North Slope Borough,Neither,100,02185
AK,99734,North Slope Borough,Neither,100,02185
AK,99747,North Slope Borough,Neither,100,02185
AK,99759,North Slope Borough,Neither,100,02185
AK,99766,North Slope Borough,Neither,100,02185
AK,99782,North Slope Borough,Neither,100,02185
AK,99789,North Slope Borough,Neither,100,02185
AK,99791,North Slope Borough,Neither,100,02185
AK,99727,Northwest Arctic Borough,Neither,100,02188
AK,99736,Northwest Arctic Borough,Neither,100,02188
AK,99749,Northwest Arctic Borough,Neither,100,02188
AK,99750,Northwest Arctic Borough,Neither,100,02188
AK,99751,Northwest Arctic Borough,Neither,100,02188
AK,99752,Northwest Arctic Borough,Neither,100,02188
AK,99761,Northwest Arctic Borough,Neither,100,02188
AK,99763,Northwest Arctic Borough,Neither,100,02188
AK,99770,Northwest Arctic Borough,Neither,100,02188
AK,99773,Northwest Arctic Borough,Neither,100,02188
AK,99786,Northwest Arctic Borough,Neither,100,02188
AK,99830,Petersburg Borough,Neither,100,02195
AK,99833,Petersburg Borough,Neither,100,02195
AK,99836,Petersburg Borough,Neither,100,02195
AK,99901,Prince of Wales-Outer Ketchikan Borough,Neither,0.24,02198
AK,99918,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99919,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99921,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99922,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99923,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99925,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99926,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99927,Prince of Wales-Outer Ketchikan Borough,Neither,100,02198
AK,99950,Prince of Wales-Outer Ketchikan Borough,Neither,,02198
AK,99950,Prince of Wales-Outer Ketchikan Borough,Neither,,02198
AK,99835,Sitka Borough,Neither,100,02220
AK,99840,Skagway Borough,Neither,100,02230
AK,99706,Southeast Fairbanks Census Area,Neither,100,02240
AK,99731,Southeast Fairbanks Census Area,Neither,,02240
AK,99732,Southeast Fairbanks Census Area,Neither,100,02240
AK,99737,Southeast Fairbanks Census Area,Neither,99.14,02240
AK,99738,Southeast Fairbanks Census Area,Neither,100,02240
AK,99764,Southeast Fairbanks Census Area,Neither,100,02240
AK,99776,Southeast Fairbanks Census Area,Neither,100,02240
AK,99780,Southeast Fairbanks Census Area,Neither,93.62,02240
AK,99566,Valdez-Cordova Census Area,Neither,100,02261
AK,99573,Valdez-Cordova Census Area,Neither,100,02261
AK,99574,Valdez-Cordova Census Area,Neither,100,02261
AK,99586,Valdez-Cordova Census Area,Neither,100,02261
AK,99588,Valdez-Cordova Census Area,Neither,91.22,02261
AK,99677,Valdez-Cordova Census Area,Neither,100,02261
AK,99686,Valdez-Cordova Census Area,Neither,100,02261
AK,99693,Valdez-Cordova Census Area,Neither,100,02261
AK,99737,Valdez-Cordova Census Area,Neither,0.86,02261
AK,99780,Valdez-Cordova Census Area,Neither,6.38,02261
AK,99903,Wrangell Borough,Neither,100,02275
AK,99929,Wrangell Borough,Neither,100,02275
AK,99689,Yakutat Borough,Neither,100,02282
AK,99558,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99590,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99602,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99627,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99665,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99675,Yukon-Koyukuk Census Area,Neither,,02290
AK,99691,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99720,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99722,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99724,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99726,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99730,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99733,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99738,Yukon-Koyukuk Census Area,Neither,0,02290
AK,99740,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99741,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99745,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99746,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99748,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99754,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99756,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99757,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99758,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99760,Yukon-Koyukuk Census Area,Neither,87.39,02290
AK,99765,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99767,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99768,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99774,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99777,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99781,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99788,Yukon-Koyukuk Census Area,Neither,100,02290
AK,99790,Yukon-Koyukuk Census Area,Neither,100,02290
UT,84531,Apache County,Neither,3.12,04001
AZ,85901,Apache County,Neither,3.26,04001
AZ,85920,Apache County,Neither,100,04001
AZ,85924,Apache County,Neither,100,04001
AZ,85925,Apache County,Neither,100,04001
AZ,85927,Apache County,Neither,100,04001
AZ,85930,Apache County,Neither,48.8,04001
AZ,85932,Apache County,Neither,100,04001
AZ,85936,Apache County,Neither,100,04001
AZ,85938,Apache County,Neither,100,04001
AZ,85940,Apache County,Neither,100,04001
AZ,85941,Apache County,Neither,0.25,04001
AZ,86028,Apache County,Neither,100,04001
AZ,86033,Apache County,Neither,2.43,04001
AZ,86034,Apache County,Neither,16.16,04001
AZ,86502,Apache County,Neither,99.99,04001
AZ,86503,Apache County,Neither,100.01,04001
AZ,86504,Apache County,Neither,88.56,04001
AZ,86505,Apache County,Neither,84.3,04001
AZ,86506,Apache County,Neither,100,04001
AZ,86507,Apache County,Neither,100,04001
AZ,86508,Apache County,Neither,100,04001
AZ,86510,Apache County,Neither,0.3,04001
AZ,86511,Apache County,Neither,100,04001
AZ,86512,Apache County,Neither,100,04001
AZ,86514,Apache County,Neither,90.77,04001
AZ,86515,Apache County,Neither,64.6,04001
AZ,86520,Apache County,Neither,64.19,04001
AZ,86535,Apache County,Neither,100,04001
AZ,86538,Apache County,Neither,100,04001
AZ,86540,Apache County,Neither,100,04001
AZ,86544,Apache County,Neither,100,04001
AZ,86545,Apache County,Neither,100,04001
AZ,86547,Apache County,Neither,100,04001
AZ,86556,Apache County,Neither,100,04001
NM,87328,Apache County,Neither,6.93,04001
AZ,85602,Cochise County,Metro,90.16,04003
AZ,85603,Cochise County,Metro,100.01,04003
AZ,85605,Cochise County,Metro,100,04003
AZ,85606,Cochise County,Metro,100,04003
AZ,85607,Cochise County,Metro,100.01,04003
AZ,85608,Cochise County,Metro,100,04003
AZ,85610,Cochise County,Metro,100,04003
AZ,85611,Cochise County,Metro,2.07,04003
AZ,85617,Cochise County,Metro,100,04003
AZ,85620,Cochise County,Metro,100,04003
AZ,85625,Cochise County,Metro,100,04003
AZ,85626,Cochise County,Metro,100,04003
AZ,85627,Cochise County,Metro,100,04003
AZ,85632,Cochise County,Metro,100,04003
AZ,85638,Cochise County,Metro,100,04003
AZ,85643,Cochise County,Metro,87.09,04003
AZ,85644,Cochise County,Metro,,04003
AZ,85655,Cochise County,Metro,,04003
AZ,85931,Coconino County,Metro,100,04005
AZ,86003,Coconino County,Metro,100,04005
AZ,86016,Coconino County,Metro,100,04005
AZ,86017,Coconino County,Metro,100,04005
AZ,86018,Coconino County,Metro,100,04005
AZ,86020,Coconino County,Metro,100,04005
AZ,86022,Coconino County,Metro,62.31,04005
AZ,86023,Coconino County,Metro,100,04005
AZ,86024,Coconino County,Metro,100,04005
AZ,86030,Coconino County,Metro,0.22,04005
AZ,86035,Coconino County,Metro,100,04005
AZ,86036,Coconino County,Metro,100,04005
AZ,86038,Coconino County,Metro,100,04005
AZ,86040,Coconino County,Metro,100.01,04005
AZ,86044,Coconino County,Metro,77.51,04005
AZ,86045,Coconino County,Metro,100,04005
AZ,86046,Coconino County,Metro,100.01,04005
AZ,86047,Coconino County,Metro,5.84,04005
AZ,86052,Coconino County,Metro,100,04005
AZ,86053,Coconino County,Metro,100,04005
AZ,86054,Coconino County,Metro,5.63,04005
AZ,86320,Coconino County,Metro,46.95,04005
AZ,86336,Coconino County,Metro,27.83,04005
AZ,86337,Coconino County,Metro,4.42,04005
AZ,86435,Coconino County,Metro,100,04005
AZ,85135,Gila County,Micro,100,04007
AZ,85192,Gila County,Micro,32.74,04007
AZ,85501,Gila County,Micro,99.99,04007
AZ,85502,Gila County,Micro,,04007
AZ,85532,Gila County,Micro,,04007
AZ,85539,Gila County,Micro,94.89,04007
AZ,85541,Gila County,Micro,100.01,04007
AZ,85542,Gila County,Micro,15.58,04007
AZ,85544,Gila County,Micro,100,04007
AZ,85545,Gila County,Micro,97.43,04007
AZ,85547,Gila County,Micro,,04007
AZ,85550,Gila County,Micro,100,04007
AZ,85553,Gila County,Micro,100,04007
AZ,85554,Gila County,Micro,100,04007
AZ,85941,Gila County,Micro,16.88,04007
AZ,85530,Graham County,Micro,100,04009
AZ,85531,Graham County,Micro,100,04009
AZ,85533,Graham County,Micro,0.31,04009
AZ,85535,Graham County,Micro,100,04009
AZ,85536,Graham County,Micro,100,04009
AZ,85542,Graham County,Micro,84.42,04009
AZ,85543,Graham County,Micro,100,04009
AZ,85546,Graham County,Micro,99.99,04009
AZ,85548,Graham County,Micro,,04009
AZ,85551,Graham County,Micro,100,04009
AZ,85552,Graham County,Micro,100,04009
AZ,85643,Graham County,Micro,12.92,04009
AZ,85533,Greenlee County,Neither,99.69,04011
AZ,85534,Greenlee County,Neither,100,04011
AZ,85540,Greenlee County,Neither,100,04011
AZ,85922,Greenlee County,Neither,100,04011
AZ,85325,La Paz County,Neither,100,04012
AZ,85328,La Paz County,Neither,100,04012
AZ,85334,La Paz County,Neither,100,04012
AZ,85344,La Paz County,Neither,99.99,04012
AZ,85346,La Paz County,Neither,100,04012
AZ,85348,La Paz County,Neither,100,04012
AZ,85357,La Paz County,Neither,100,04012
AZ,85359,La Paz County,Neither,,04012
AZ,85371,La Paz County,Neither,100,04012
AZ,85264,Maricopa County,Metro,100,04013
AZ,85320,Maricopa County,Metro,98.66,04013
AZ,85321,Maricopa County,Metro,3.4,04013
AZ,85333,Maricopa County,Metro,9.75,04013
AZ,85337,Maricopa County,Metro,100.01,04013
AZ,85354,Maricopa County,Metro,99.99,04013
AZ,85358,Maricopa County,Metro,,04013
AZ,85390,Maricopa County,Metro,91.67,04013
AZ,85545,Maricopa County,Metro,2.57,04013
AZ,85360,Mohave County,Metro,100,04015
AZ,86021,Mohave County,Metro,100,04015
AZ,86022,Mohave County,Metro,37.69,04015
AZ,86401,Mohave County,Metro,100,04015
AZ,86402,Mohave County,Metro,,04015
AZ,86409,Mohave County,Metro,100,04015
AZ,86411,Mohave County,Metro,100,04015
AZ,86412,Mohave County,Metro,,04015
AZ,86413,Mohave County,Metro,100,04015
AZ,86426,Mohave County,Metro,100,04015
AZ,86427,Mohave County,Metro,,04015
AZ,86429,Mohave County,Metro,100.01,04015
AZ,86430,Mohave County,Metro,,04015
AZ,86431,Mohave County,Metro,100,04015
AZ,86432,Mohave County,Metro,100,04015
AZ,86433,Mohave County,Metro,100,04015
AZ,86434,Mohave County,Metro,93.82,04015
AZ,86436,Mohave County,Metro,99.99,04015
AZ,86437,Mohave County,Metro,100,04015
AZ,86438,Mohave County,Metro,100,04015
AZ,86439,Mohave County,Metro,,04015
AZ,86440,Mohave County,Metro,100,04015
AZ,86441,Mohave County,Metro,100,04015
AZ,86442,Mohave County,Metro,100,04015
AZ,86443,Mohave County,Metro,100,04015
AZ,86444,Mohave County,Metro,100,04015
AZ,86445,Mohave County,Metro,100,04015
AZ,86446,Mohave County,Metro,,04015
UT,84536,Navajo County,Micro,19.26,04017
AZ,85901,Navajo County,Micro,96.74,04017
AZ,85902,Navajo County,Micro,,04017
AZ,85911,Navajo County,Micro,100,04017
AZ,85912,Navajo County,Micro,100,04017
AZ,85923,Navajo County,Micro,100,04017
AZ,85926,Navajo County,Micro,100,04017
AZ,85928,Navajo County,Micro,100,04017
AZ,85929,Navajo County,Micro,100,04017
AZ,85930,Navajo County,Micro,51.2,04017
AZ,85933,Navajo County,Micro,100,04017
AZ,85934,Navajo County,Micro,100,04017
AZ,85935,Navajo County,Micro,100.01,04017
AZ,85937,Navajo County,Micro,99.99,04017
AZ,85939,Navajo County,Micro,100,04017
AZ,85941,Navajo County,Micro,82.86,04017
AZ,85942,Navajo County,Micro,100,04017
AZ,86025,Navajo County,Micro,99.99,04017
AZ,86029,Navajo County,Micro,100,04017
AZ,86030,Navajo County,Micro,99.78,04017
AZ,86031,Navajo County,Micro,100,04017
AZ,86032,Navajo County,Micro,100,04017
AZ,86033,Navajo County,Micro,97.58,04017
AZ,86034,Navajo County,Micro,83.84,04017
AZ,86039,Navajo County,Micro,100,04017
AZ,86042,Navajo County,Micro,100,04017
AZ,86043,Navajo County,Micro,100,04017
AZ,86044,Navajo County,Micro,12.47,04017
AZ,86047,Navajo County,Micro,94.15,04017
AZ,86054,Navajo County,Micro,94.37,04017
AZ,86505,Navajo County,Micro,15.7,04017
AZ,86510,Navajo County,Micro,99.71,04017
AZ,86520,Navajo County,Micro,35.8,04017
AZ,85321,Pima County,Metro,96.6,04019
AZ,85341,Pima County,Metro,100,04019
AZ,85601,Pima County,Metro,100,04019
AZ,85602,Pima County,Metro,9.83,04019
AZ,85611,Pima County,Metro,17.93,04019
AZ,85633,Pima County,Metro,100,04019
AZ,85634,Pima County,Metro,98.32,04019
AZ,85637,Pima County,Metro,16.88,04019
AZ,85639,Pima County,Metro,,04019
AZ,85645,Pima County,Metro,87.36,04019
AZ,85128,Pinal County,Metro,99.99,04021
AZ,85132,Pinal County,Metro,100.01,04021
AZ,85137,Pinal County,Metro,100,04021
AZ,85141,Pinal County,Metro,100,04021
AZ,85147,Pinal County,Metro,100,04021
AZ,85172,Pinal County,Metro,100,04021
AZ,85173,Pinal County,Metro,100,04021
AZ,85191,Pinal County,Metro,,04021
AZ,85192,Pinal County,Metro,67.26,04021
AZ,85539,Pinal County,Metro,5.11,04021
AZ,85618,Pinal County,Metro,100,04021
AZ,85623,Pinal County,Metro,99.99,04021
AZ,85634,Pinal County,Metro,1.68,04021
AZ,85611,Santa Cruz County,Micro,80,04023
AZ,85621,Santa Cruz County,Micro,100,04023
AZ,85624,Santa Cruz County,Micro,100,04023
AZ,85628,Santa Cruz County,Micro,,04023
AZ,85637,Santa Cruz County,Micro,83.12,04023
AZ,85640,Santa Cruz County,Micro,100,04023
AZ,85645,Santa Cruz County,Micro,12.64,04023
AZ,85646,Santa Cruz County,Micro,100,04023
AZ,85648,Santa Cruz County,Micro,100,04023
AZ,85320,Yavapai County,Metro,1.34,04025
AZ,85324,Yavapai County,Metro,100,04025
AZ,85332,Yavapai County,Metro,100,04025
AZ,85362,Yavapai County,Metro,100,04025
AZ,85390,Yavapai County,Metro,8.34,04025
AZ,86320,Yavapai County,Metro,53.05,04025
AZ,86321,Yavapai County,Metro,100.01,04025
AZ,86322,Yavapai County,Metro,100,04025
AZ,86325,Yavapai County,Metro,100,04025
AZ,86326,Yavapai County,Metro,99.99,04025
AZ,86329,Yavapai County,Metro,100,04025
AZ,86332,Yavapai County,Metro,100,04025
AZ,86333,Yavapai County,Metro,100,04025
AZ,86335,Yavapai County,Metro,100,04025
AZ,86336,Yavapai County,Metro,72.18,04025
AZ,86337,Yavapai County,Metro,95.58,04025
AZ,86338,Yavapai County,Metro,100,04025
